dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,label,predicted
0.5416666666666666,0.8148148148148148,0.56,0.8846153846153846,0.25,0.041666666666666664,0.4,0.6956521739130435,0.23076923076923078,0.875,0.16666666666666666,0.5416666666666666,0.24,0.6956521739130435,0.56,0.23076923076923078,0,0
0.375,0.7407407407407407,0.24,0.6538461538461539,0.2916666666666667,0.3333333333333333,0.36,0.21739130434782608,0.5384615384615384,0.125,0.6666666666666666,0.25,0.76,0.43478260869565216,0.48,0.7692307692307693,0,6
0.7083333333333334,0.1111111111111111,0.6,0.07692307692307693,0.25,0.7083333333333334,0.8,0.43478260869565216,0.6153846153846154,0.20833333333333334,0.9166666666666666,0.2916666666666667,0.8,0.9565217391304348,0.28,0.4230769230769231,0,0
0.3333333333333333,0.7777777777777778,0.2,0.7307692307692307,0.20833333333333334,0.4583333333333333,0.36,0.30434782608695654,0.6153846153846154,0.08333333333333333,0.75,0.2916666666666667,0.72,0.5217391304347826,0.48,0.7692307692307693,0,7
0.8333333333333334,0.7037037037037037,0.52,0.07692307692307693,0.375,0.20833333333333334,0.68,0.0,0.7307692307692307,0.2916666666666667,0.8333333333333334,0.875,0.76,0.8260869565217391,0.12,0.3076923076923077,0,0
0.6666666666666666,0.9259259259259259,0.76,0.5769230769230769,0.9166666666666666,0.9166666666666666,0.0,0.5217391304347826,0.11538461538461539,0.3333333333333333,0.20833333333333334,0.3333333333333333,0.48,0.8695652173913043,0.32,0.5769230769230769,0,0
0.5,0.4074074074074074,0.44,0.19230769230769232,0.2916666666666667,0.0,0.64,0.8695652173913043,0.8846153846153846,0.375,0.9583333333333334,0.08333333333333333,0.72,1.0,0.08,0.38461538461538464,0,0
0.4583333333333333,0.14814814814814814,0.24,0.9230769230769231,0.08333333333333333,0.5,0.04,0.08695652173913043,0.6538461538461539,0.7083333333333334,0.16666666666666666,0.125,0.76,0.7391304347826086,0.04,0.8461538461538461,0,0
0.2916666666666667,0.7777777777777778,0.12,0.7307692307692307,0.20833333333333334,0.5,0.28,0.30434782608695654,0.6538461538461539,0.125,0.7916666666666666,0.25,0.84,0.4782608695652174,0.48,0.7692307692307693,0,7
0.9583333333333334,0.7407407407407407,0.08,0.07692307692307693,0.375,0.2916666666666667,0.68,0.17391304347826086,0.8461538461538461,0.041666666666666664,0.7083333333333334,0.9166666666666666,0.12,0.9565217391304348,0.4,0.3076923076923077,0,0
0.3333333333333333,0.8888888888888888,0.4,0.7307692307692307,0.7083333333333334,0.6666666666666666,0.68,0.782608695652174,0.6923076923076923,0.6666666666666666,0.08333333333333333,0.9166666666666666,0.16,0.6086956521739131,0.0,0.07692307692307693,0,0
0.75,0.37037037037037035,0.28,0.7307692307692307,0.125,0.4166666666666667,0.04,0.21739130434782608,0.8461538461538461,0.375,0.625,0.20833333333333334,0.44,0.34782608695652173,0.64,0.07692307692307693,0,0
0.16666666666666666,0.7777777777777778,0.36,0.07692307692307693,0.3333333333333333,0.125,0.12,0.9565217391304348,0.5769230769230769,0.041666666666666664,0.041666666666666664,0.9166666666666666,1.0,0.782608695652174,0.08,0.4230769230769231,0,0
0.5833333333333334,0.7037037037037037,0.4,0.8076923076923077,0.125,0.6666666666666666,0.2,0.391304347826087,0.38461538461538464,0.25,0.625,0.2916666666666667,0.8,0.391304347826087,0.64,0.6538461538461539,0,8
0.2916666666666667,0.6666666666666666,0.16,0.07692307692307693,0.20833333333333334,0.25,0.92,0.7391304347826086,0.8461538461538461,0.20833333333333334,0.7916666666666666,0.125,0.64,0.8695652173913043,0.84,0.11538461538461539,0,0
0.375,0.8148148148148148,0.32,0.7307692307692307,0.375,0.4166666666666667,0.36,0.21739130434782608,0.5769230769230769,0.125,0.6666666666666666,0.2916666666666667,0.64,0.5217391304347826,0.44,0.7307692307692307,0,6
0.2916666666666667,0.7407407407407407,0.2,0.7307692307692307,0.25,0.5,0.32,0.34782608695652173,0.5384615384615384,0.20833333333333334,0.75,0.3333333333333333,0.72,0.5217391304347826,0.44,0.7692307692307693,0,7
0.4583333333333333,0.6296296296296297,0.24,0.19230769230769232,0.25,0.5833333333333334,0.44,0.34782608695652173,0.5769230769230769,0.5833333333333334,0.041666666666666664,0.2916666666666667,0.36,0.9565217391304348,0.24,0.2692307692307692,0,0
0.9583333333333334,0.07407407407407407,0.32,0.7307692307692307,0.375,0.125,0.76,0.8260869565217391,0.8076923076923077,0.16666666666666666,0.08333333333333333,0.75,0.48,0.43478260869565216,0.68,0.19230769230769232,0,1
0.375,0.7777777777777778,0.28,0.7307692307692307,0.25,0.4583333333333333,0.28,0.30434782608695654,0.5,0.125,0.6666666666666666,0.25,0.76,0.4782608695652174,0.44,0.7692307692307693,0,6
0.5,0.48148148148148145,0.52,0.5384615384615384,0.2916666666666667,0.0,0.84,0.8260869565217391,0.7307692307692307,0.5833333333333334,0.5416666666666666,0.8333333333333334,0.08,0.8260869565217391,0.64,0.11538461538461539,0,0
0.20833333333333334,0.4074074074074074,0.72,0.8846153846153846,0.25,0.9166666666666666,0.92,0.6521739130434783,0.3076923076923077,0.3333333333333333,0.5,0.5,0.64,0.8695652173913043,0.92,0.46153846153846156,0,0
0.7083333333333334,0.2222222222222222,0.52,0.7692307692307693,0.625,0.20833333333333334,0.8,0.043478260869565216,0.6538461538461539,0.5833333333333334,0.6666666666666666,0.041666666666666664,0.56,0.782608695652174,0.12,0.4230769230769231,0,0
0.25,0.7777777777777778,0.2,0.6923076923076923,0.3333333333333333,0.375,0.4,0.13043478260869565,0.6923076923076923,0.16666666666666666,0.7916666666666666,0.3333333333333333,0.76,0.5217391304347826,0.44,0.7692307692307693,0,7
0.08333333333333333,0.8888888888888888,0.48,0.6153846153846154,0.2916666666666667,0.3333333333333333,0.52,0.391304347826087,0.38461538461538464,0.375,0.3333333333333333,0.25,1.0,0.9565217391304348,0.0,0.38461538461538464,0,0
0.20833333333333334,0.5185185185185185,0.48,0.2692307692307692,0.4166666666666667,0.5,0.44,0.0,0.6923076923076923,0.7916666666666666,0.625,0.9166666666666666,0.88,0.6086956521739131,0.52,0.5384615384615384,0,0
0.7083333333333334,0.4074074074074074,0.08,0.9615384615384616,0.5,0.2916666666666667,0.84,0.21739130434782608,0.7307692307692307,0.2916666666666667,0.375,0.20833333333333334,0.32,0.6521739130434783,0.32,0.8076923076923077,0,0
0.3333333333333333,0.7407407407407407,0.2,0.6153846153846154,0.25,0.375,0.36,0.17391304347826086,0.6538461538461539,0.20833333333333334,0.7916666666666666,0.3333333333333333,0.84,0.5217391304347826,0.48,0.7692307692307693,0,7
0.2916666666666667,0.5925925925925926,0.28,0.6538461538461539,1.0,0.875,0.56,0.17391304347826086,0.7692307692307693,0.2916666666666667,0.625,0.75,0.12,1.0,0.64,0.5384615384615384,0,0
0.3333333333333333,0.8148148148148148,0.24,0.7307692307692307,0.20833333333333334,0.4166666666666667,0.28,0.34782608695652173,0.46153846153846156,0.20833333333333334,0.8333333333333334,0.3333333333333333,0.88,0.4782608695652174,0.56,0.7692307692307693,0,7
0.4583333333333333,0.7777777777777778,0.28,0.6923076923076923,0.20833333333333334,0.4166666666666667,0.24,0.21739130434782608,0.46153846153846156,0.125,0.75,0.2916666666666667,0.84,0.5217391304347826,0.6,0.7307692307692307,0,6
0.9583333333333334,0.7777777777777778,0.28,0.7307692307692307,0.7083333333333334,0.9166666666666666,0.36,0.4782608695652174,0.8461538461538461,0.125,0.5,0.8333333333333334,0.92,0.5652173913043478,0.68,0.6923076923076923,0,0
0.20833333333333334,0.3333333333333333,0.44,0.4230769230769231,0.08333333333333333,0.125,0.76,0.2608695652173913,0.8076923076923077,0.9583333333333334,0.625,0.875,0.32,0.7391304347826086,0.28,0.15384615384615385,0,0
0.625,0.5555555555555556,0.24,0.19230769230769232,0.125,0.125,0.08,0.5652173913043478,0.6923076923076923,0.2916666666666667,0.16666666666666666,0.3333333333333333,0.44,0.782608695652174,0.36,0.11538461538461539,0,0
0.9166666666666666,0.25925925925925924,0.48,0.5,0.5416666666666666,0.25,0.32,0.17391304347826086,0.5769230769230769,0.5833333333333334,0.041666666666666664,0.2916666666666667,1.0,0.7391304347826086,0.32,0.6153846153846154,0,0
0.25,0.8148148148148148,0.16,0.7307692307692307,0.2916666666666667,0.4583333333333333,0.4,0.2608695652173913,0.6923076923076923,0.125,0.75,0.375,0.72,0.5652173913043478,0.36,0.8076923076923077,0,8
0.625,0.5185185185185185,0.2,0.4230769230769231,0.2916666666666667,0.8333333333333334,0.64,0.6956521739130435,0.19230769230769232,0.9166666666666666,0.375,0.9166666666666666,0.96,0.43478260869565216,0.44,0.5769230769230769,0,8
0.20833333333333334,0.5925925925925926,0.96,0.5,0.6666666666666666,0.875,0.76,0.8260869565217391,0.23076923076923078,0.375,0.875,0.6666666666666666,0.28,0.782608695652174,0.64,0.8846153846153846,0,0
0.5,0.6296296296296297,0.4,0.19230769230769232,0.16666666666666666,0.2916666666666667,0.56,0.5217391304347826,0.7307692307692307,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.72,0.8260869565217391,0.64,0.8076923076923077,0,9
0.3333333333333333,0.2962962962962963,0.36,0.6153846153846154,0.5,0.20833333333333334,0.16,0.6521739130434783,0.5,0.2916666666666667,0.9166666666666666,0.625,0.6,0.6086956521739131,0.64,0.6153846153846154,0,8
0.5,0.6296296296296297,0.6,0.6923076923076923,0.75,0.625,0.68,0.7391304347826086,0.6923076923076923,0.7916666666666666,0.8333333333333334,0.625,0.24,0.8260869565217391,0.76,0.15384615384615385,0,8
0.375,0.7777777777777778,0.28,0.6538461538461539,0.2916666666666667,0.4166666666666667,0.4,0.2608695652173913,0.6153846153846154,0.08333333333333333,0.6666666666666666,0.2916666666666667,0.72,0.4782608695652174,0.48,0.7307692307692307,0,6
0.875,0.37037037037037035,0.64,0.7307692307692307,0.875,0.625,0.8,0.7391304347826086,0.38461538461538464,0.25,0.125,0.3333333333333333,0.28,0.7391304347826086,0.32,0.7692307692307693,0,8
0.875,0.48148148148148145,0.72,0.15384615384615385,0.875,0.8333333333333334,0.52,0.4782608695652174,0.4230769230769231,0.16666666666666666,0.7916666666666666,0.2916666666666667,0.48,0.4782608695652174,0.24,0.7307692307692307,0,8
0.2916666666666667,0.48148148148148145,0.52,0.8846153846153846,0.7916666666666666,0.3333333333333333,0.8,0.43478260869565216,0.2692307692307692,0.5,0.5416666666666666,0.8333333333333334,0.56,0.782608695652174,0.76,0.2692307692307692,0,8
0.20833333333333334,0.5555555555555556,0.92,0.9230769230769231,0.3333333333333333,0.4583333333333333,0.68,0.4782608695652174,0.3076923076923077,0.125,0.5833333333333334,0.5,0.28,0.43478260869565216,0.48,0.2692307692307692,0,8
0.375,0.8148148148148148,0.28,0.6923076923076923,0.2916666666666667,0.375,0.4,0.043478260869565216,0.6153846153846154,0.20833333333333334,0.75,0.4166666666666667,0.76,0.5652173913043478,0.48,0.7307692307692307,0,8
0.75,0.48148148148148145,0.4,0.7692307692307693,0.2916666666666667,0.2916666666666667,0.2,0.43478260869565216,0.6538461538461539,0.625,0.75,0.875,0.76,0.4782608695652174,0.68,0.6923076923076923,0,8
0.4166666666666667,0.7777777777777778,0.28,0.6923076923076923,0.16666666666666666,0.4166666666666667,0.32,0.043478260869565216,0.5769230769230769,0.16666666666666666,0.8333333333333334,0.4166666666666667,0.88,0.5217391304347826,0.6,0.7692307692307693,0,6
0.5833333333333334,0.4074074074074074,0.52,0.15384615384615385,0.9583333333333334,0.3333333333333333,0.24,0.5652173913043478,0.8076923076923077,0.375,0.8333333333333334,0.125,0.76,0.9565217391304348,0.28,0.2692307692307692,0,0
0.3333333333333333,0.5185185185185185,0.92,0.34615384615384615,0.9166666666666666,0.875,0.04,0.17391304347826086,0.07692307692307693,0.2916666666666667,0.9583333333333334,0.4583333333333333,0.48,0.6521739130434783,0.6,0.4230769230769231,1,0
0.8333333333333334,0.1111111111111111,0.52,0.46153846153846156,0.7083333333333334,0.041666666666666664,0.08,0.782608695652174,0.7307692307692307,0.4166666666666667,0.2916666666666667,0.375,0.24,0.9565217391304348,0.04,0.8461538461538461,1,8
0.2916666666666667,0.2962962962962963,0.56,0.15384615384615385,0.8333333333333334,0.0,0.48,0.30434782608695654,0.5,0.4166666666666667,0.375,0.625,0.36,0.6956521739130435,0.12,0.8461538461538461,1,8
0.20833333333333334,0.8518518518518519,0.88,0.5769230769230769,0.9583333333333334,0.0,0.8,0.9565217391304348,0.34615384615384615,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.24,0.8695652173913043,0.8,0.11538461538461539,1,2
0.5833333333333334,0.3333333333333333,0.08,0.7307692307692307,0.5416666666666666,0.4583333333333333,0.56,1.0,0.2692307692307692,0.3333333333333333,0.08333333333333333,0.2916666666666667,1.0,0.5217391304347826,0.84,0.19230769230769232,1,1
0.4166666666666667,0.1111111111111111,0.48,0.3076923076923077,0.4583333333333333,0.4166666666666667,0.4,0.5217391304347826,0.4230769230769231,0.625,0.4583333333333333,0.6666666666666666,0.52,0.7391304347826086,0.4,0.8076923076923077,1,8
0.0,0.7777777777777778,0.16,0.6538461538461539,0.8333333333333334,0.875,0.88,0.30434782608695654,0.6923076923076923,0.16666666666666666,0.5833333333333334,0.4166666666666667,0.32,0.21739130434782608,0.56,0.07692307692307693,1,1
0.4166666666666667,0.5185185185185185,0.76,0.38461538461538464,0.8333333333333334,0.75,0.36,0.8695652173913043,0.038461538461538464,0.7916666666666666,0.0,0.5416666666666666,0.48,0.08695652173913043,0.72,0.038461538461538464,1,9
0.5416666666666666,0.8148148148148148,0.6,0.7692307692307693,0.9166666666666666,0.16666666666666666,0.84,0.7391304347826086,0.38461538461538464,0.16666666666666666,0.20833333333333334,1.0,0.44,0.17391304347826086,0.8,0.15384615384615385,1,1
0.625,0.4074074074074074,0.76,0.23076923076923078,0.20833333333333334,0.16666666666666666,0.4,0.8260869565217391,0.8846153846153846,0.25,0.5833333333333334,0.16666666666666666,0.56,0.13043478260869565,0.04,0.23076923076923078,1,1
0.16666666666666666,0.25925925925925924,0.92,0.9615384615384616,0.20833333333333334,0.9583333333333334,0.36,0.17391304347826086,0.5769230769230769,0.9166666666666666,0.375,0.625,0.76,0.782608695652174,0.56,0.07692307692307693,1,1
0.125,0.25925925925925924,0.44,0.19230769230769232,0.625,0.08333333333333333,0.76,0.043478260869565216,0.6538461538461539,0.4166666666666667,0.375,0.6666666666666666,0.32,0.7391304347826086,0.08,0.8076923076923077,1,0
0.5416666666666666,0.14814814814814814,0.6,0.2692307692307692,0.5416666666666666,0.3333333333333333,0.48,0.43478260869565216,0.5,0.5,0.4583333333333333,0.5833333333333334,0.44,0.6521739130434783,0.32,0.7692307692307693,1,8
0.3333333333333333,0.5185185185185185,0.44,0.9230769230769231,0.7083333333333334,0.5,0.24,0.6956521739130435,0.5769230769230769,0.5833333333333334,0.20833333333333334,0.75,0.12,0.2608695652173913,0.92,0.07692307692307693,1,1
0.08333333333333333,0.37037037037037035,0.16,0.3076923076923077,0.08333333333333333,0.8333333333333334,0.68,0.8695652173913043,0.34615384615384615,0.875,0.20833333333333334,0.5,0.12,0.043478260869565216,0.0,0.23076923076923078,1,1
0.20833333333333334,0.8518518518518519,0.8,0.2692307692307692,1.0,0.9166666666666666,0.0,0.17391304347826086,0.5,0.4583333333333333,0.041666666666666664,0.16666666666666666,0.48,0.13043478260869565,0.72,0.23076923076923078,1,1
0.16666666666666666,0.2962962962962963,0.48,0.23076923076923078,0.5833333333333334,0.041666666666666664,0.72,0.0,0.5769230769230769,0.20833333333333334,0.5,0.5416666666666666,0.48,0.6086956521739131,0.32,0.8076923076923077,1,0
0.2916666666666667,0.5555555555555556,0.72,0.5384615384615384,0.20833333333333334,0.875,0.28,0.391304347826087,0.6153846153846154,0.9583333333333334,0.9166666666666666,0.9583333333333334,1.0,0.13043478260869565,0.16,0.19230769230769232,1,1
0.08333333333333333,0.25925925925925924,0.6,0.23076923076923078,0.20833333333333334,0.5833333333333334,0.16,0.0,0.2692307692307692,0.4583333333333333,0.16666666666666666,0.375,0.2,0.08695652173913043,0.48,0.15384615384615385,1,1
0.2916666666666667,0.25925925925925924,0.64,0.15384615384615385,0.5833333333333334,0.125,0.76,0.13043478260869565,0.7307692307692307,0.20833333333333334,0.875,0.5,0.76,0.43478260869565216,0.0,0.07692307692307693,1,1
0.5833333333333334,0.5185185185185185,0.6,0.3076923076923077,0.9583333333333334,0.3333333333333333,0.76,0.08695652173913043,0.23076923076923078,0.08333333333333333,0.7083333333333334,0.041666666666666664,0.2,0.5217391304347826,0.68,0.07692307692307693,1,1
0.125,0.25925925925925924,0.36,0.23076923076923078,0.625,0.125,0.76,0.043478260869565216,0.7692307692307693,0.4166666666666667,0.75,0.5,0.52,0.6521739130434783,0.04,0.8461538461538461,1,0
0.4166666666666667,0.7777777777777778,0.64,0.6153846153846154,1.0,0.5833333333333334,0.32,0.7391304347826086,0.8846153846153846,0.5416666666666666,0.0,0.75,0.76,0.7391304347826086,0.52,0.19230769230769232,1,1
0.0,0.4444444444444444,0.36,0.07692307692307693,0.25,0.7083333333333334,0.4,0.13043478260869565,0.46153846153846156,0.8333333333333334,0.125,0.5833333333333334,0.6,0.13043478260869565,0.52,0.15384615384615385,1,1
0.375,0.8148148148148148,0.72,0.11538461538461539,0.5416666666666666,0.5,0.64,0.21739130434782608,0.4230769230769231,0.2916666666666667,0.16666666666666666,0.4166666666666667,0.36,0.043478260869565216,0.72,0.19230769230769232,1,1
0.0,0.4074074074074074,0.8,0.38461538461538464,0.20833333333333334,0.625,0.36,0.4782608695652174,0.6538461538461539,0.2916666666666667,0.25,0.7083333333333334,0.92,0.043478260869565216,0.64,0.23076923076923078,1,1
0.4583333333333333,0.48148148148148145,0.76,0.38461538461538464,0.8333333333333334,0.7916666666666666,0.28,0.9130434782608695,0.19230769230769232,0.7916666666666666,0.041666666666666664,0.4583333333333333,0.56,0.08695652173913043,0.76,0.038461538461538464,1,9
0.08333333333333333,0.3333333333333333,1.0,0.5384615384615384,0.7083333333333334,0.16666666666666666,0.0,0.08695652173913043,0.34615384615384615,0.4583333333333333,0.0,0.7916666666666666,0.16,0.9130434782608695,0.88,0.07692307692307693,1,1
0.8333333333333334,0.9259259259259259,0.24,0.3076923076923077,0.20833333333333334,0.2916666666666667,0.44,0.43478260869565216,0.6538461538461539,0.25,0.375,0.16666666666666666,0.52,0.0,0.0,0.15384615384615385,1,1
0.041666666666666664,0.6296296296296297,0.16,0.07692307692307693,0.6666666666666666,0.4583333333333333,0.52,0.30434782608695654,0.4230769230769231,0.20833333333333334,0.16666666666666666,0.5833333333333334,0.36,0.5652173913043478,0.8,0.23076923076923078,1,1
0.2916666666666667,0.5555555555555556,0.72,0.3076923076923077,0.8333333333333334,0.7916666666666666,0.12,0.8260869565217391,0.07692307692307693,0.375,0.5,0.25,0.76,0.043478260869565216,0.84,0.038461538461538464,1,9
0.08333333333333333,0.5925925925925926,0.4,0.19230769230769232,0.7916666666666666,0.2916666666666667,0.84,0.2608695652173913,0.6538461538461539,0.20833333333333334,0.8333333333333334,0.75,0.72,0.5217391304347826,0.76,0.11538461538461539,1,1
0.4583333333333333,0.5555555555555556,0.44,0.9615384615384616,0.7083333333333334,0.5833333333333334,0.16,0.6086956521739131,0.46153846153846156,0.9583333333333334,0.25,0.3333333333333333,0.28,0.0,0.8,0.19230769230769232,1,1
0.25,0.4074074074074074,0.2,0.3076923076923077,0.9583333333333334,0.7916666666666666,0.6,0.9130434782608695,0.15384615384615385,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.92,0.8695652173913043,0.36,0.15384615384615385,1,8
